freq,ref_ind,kappa,alpha,epsilon_r,epsilon_i,ref_ind_S,kappa_S,alpha_S,alpha_max,epsilonS_r,epsilonS_i,delta_N,delta_A,H_measure_r,H_measure_i,H_calc_r,H_calc_i,T_measure,T_calc
+9.72154372e+011,+3.03976892e+000,+2.49785542e-003,+1.01716437e+000,+9.24018883e+000,+1.51858066e-002,+3.03974723e+000,+2.50470240e-003,+1.02065866e+000,+4.36525888e+001,+9.24005692e+000,+1.52273243e-002,+5.75127320e-004,+1.92378941e-001,+9.76853275e-002,+6.32477728e-001,+9.76853275e-002,+6.32477728e-001,+6.39976952e-001,+6.39976952e-001
+9.77039570e+011,+3.03983367e+000,+2.49568174e-003,+1.02138615e+000,+9.24058252e+000,+1.51729148e-002,+3.03981222e+000,+2.50766721e-003,+1.02700182e+000,+4.36303685e+001,+9.24045207e+000,+1.52456749e-002,+5.19322891e-004,+2.12382420e-001,+4.50501197e-001,+4.53975040e-001,+4.50501197e-001,+4.53975040e-001,+6.39565998e-001,+6.39565998e-001
+9.81924768e+011,+3.03989501e+000,+2.49635049e-003,+1.02676814e+000,+9.24095543e+000,+1.51772868e-002,+3.03987223e+000,+2.51428146e-003,+1.03485921e+000,+4.36341487e+001,+9.24081684e+000,+1.52861887e-002,+7.02293923e-004,+7.12738027e-002,+6.30771017e-001,+1.02499284e-001,+6.30771017e-001,+1.02499284e-001,+6.39044739e-001,+6.39044739e-001
+9.86809966e+011,+3.03995243e+000,+2.50208629e-003,+1.03424735e+000,+9.24130450e+000,+1.52124466e-002,+3.03992674e+000,+2.52487643e-003,+1.04439027e+000,+4.36660423e+001,+9.24114823e+000,+1.53508788e-002,+4.94272789e-004,+2.13313580e-001,+5.70016484e-001,-2.87295589e-001,+5.70016484e-001,-2.87295589e-001,+6.38324015e-001,+6.38324015e-001
+9.91695164e+011,+3.04000472e+000,+2.51458705e-003,+1.04456021e+000,+9.24162237e+000,+1.52887130e-002,+3.03997538e+000,+2.53924392e-003,+1.05553291e+000,+4.37242638e+001,+9.24144389e+000,+1.54384780e-002,+5.16757318e-004,+2.01780808e-001,+2.92205757e-001,-5.66401750e-001,+2.92205757e-001,-5.66401750e-001,+6.37334408e-001,+6.37334408e-001
+9.96580362e+011,+3.04005033e+000,+2.53436468e-003,+1.05796193e+000,+9.24189959e+000,+1.54091924e-002,+3.04001810e+000,+2.55653477e-003,+1.06795558e+000,+4.38030716e+001,+9.24170351e+000,+1.55438239e-002,+6.64907488e-004,+1.02268165e-001,-9.56711144e-002,-6.28816761e-001,-9.56711144e-002,-6.28816761e-001,+6.36053049e-001,+6.36053049e-001
+1.00146556e+012,+3.04008797e+000,+2.56034167e-003,+1.07404518e+000,+9.24212833e+000,+1.55673278e-002,+3.04005540e+000,+2.57531440e-003,+1.08107403e+000,+4.38937256e+001,+9.24193020e+000,+1.56581969e-002,+5.03564175e-004,+2.11531182e-001,-4.45245201e-001,-4.52076305e-001,-4.45245201e-001,-4.52076305e-001,+6.34520508e-001,+6.34520508e-001
+1.00635076e+012,+3.04011727e+000,+2.58985472e-003,+1.09172534e+000,+9.24230631e+000,+1.57469241e-002,+3.04008851e+000,+2.59378606e-003,+1.09413948e+000,+4.39860992e+001,+9.24213143e+000,+1.57706784e-002,+6.33375029e-004,+1.42864893e-001,-6.24067022e-001,-1.05016677e-001,-6.24067022e-001,-1.05016677e-001,+6.32841331e-001,+6.32841331e-001
+1.01123596e+012,+3.04013927e+000,+2.61908224e-003,+1.10940533e+000,+9.24243991e+000,+1.59247495e-002,+3.04011939e+000,+2.61014845e-003,+1.10638651e+000,+4.40704185e+001,+9.24231909e+000,+1.58703258e-002,+5.50986217e-004,+1.98608783e-001,-5.65801408e-001,+2.79715974e-001,-5.65801408e-001,+2.79715974e-001,+6.31167378e-001,+6.31167378e-001
+1.01612115e+012,+3.04015669e+000,+2.64381326e-003,+1.12529108e+000,+9.24254572e+000,+1.60752131e-002,+3.04015054e+000,+2.62300713e-003,+1.11720822e+000,+4.41386878e+001,+9.24250843e+000,+1.59486731e-002,+5.03948156e-004,+2.22281813e-001,-2.94162378e-001,+5.56731028e-001,-2.94162378e-001,+5.56731028e-001,+6.29667327e-001,+6.29667327e-001
+1.02100635e+012,+3.04017381e+000,+2.66042467e-003,+1.13780548e+000,+9.24264970e+000,+1.61763068e-002,+3.04018464e+000,+2.63172239e-003,+1.12630932e+000,+4.41855687e+001,+9.24271571e+000,+1.60018439e-002,+6.98363355e-004,+8.22908135e-002,+8.73757128e-002,+6.22384428e-001,+8.73757128e-002,+6.22384429e-001,+6.28487782e-001,+6.28487782e-001
+1.02589155e+012,+3.04019589e+000,+2.66688302e-003,+1.14602483e+000,+9.24278391e+000,+1.62156936e-002,+3.04022402e+000,+2.63656997e-003,+1.13378293e+000,+4.42086654e+001,+9.24295516e+000,+1.60315267e-002,+5.07396007e-004,+2.20145153e-001,+4.34883863e-001,+4.52658603e-001,+4.34883863e-001,+4.52658603e-001,+6.27713139e-001,+6.27713139e-001
+1.03077675e+012,+3.04022819e+000,+2.66350962e-003,+1.15002556e+000,+9.24298037e+000,+1.61953541e-002,+3.04027018e+000,+2.63862894e-003,+1.14007151e+000,+4.42082750e+001,+9.24323581e+000,+1.60442898e-002,+5.15460762e-004,+2.15018757e-001,+6.17327569e-001,+1.11601311e-001,+6.17327569e-001,+1.11601311e-001,+6.27334185e-001,+6.27334185e-001
+1.03566194e+012,+3.04027467e+000,+2.65318971e-003,+1.15099896e+000,+9.24326303e+000,+1.61328509e-002,+3.04032339e+000,+2.63939225e-003,+1.14580607e+000,+4.41867085e+001,+9.24355937e+000,+1.60492120e-002,+5.96839778e-004,+1.69529306e-001,+5.65158735e-001,-2.72071879e-001,+5.65158735e-001,-2.72071879e-001,+6.27237996e-001,+6.27237996e-001
+1.04054714e+012,+3.04033661e+000,+2.64076422e-003,+1.15101239e+000,+9.24363971e+000,+1.60576243e-002,+3.04038269e+000,+2.64019523e-003,+1.15156104e+000,+4.41473323e+001,+9.24391991e+000,+1.60544077e-002,+5.46860356e-004,+1.99196347e-001,+2.97171539e-001,-5.52364831e-001,+2.97171539e-001,-5.52364831e-001,+6.27230285e-001,+6.27230285e-001
+1.04543234e+012,+3.04041185e+000,+2.63158943e-003,+1.15239847e+000,+9.24409730e+000,+1.60022314e-002,+3.04044616e+000,+2.64163824e-003,+1.15759978e+000,+4.40935374e+001,+9.24430585e+000,+1.60635176e-002,+5.72999868e-004,+1.87414686e-001,-8.49454206e-002,-6.21312443e-001,-8.49454207e-002,-6.21312443e-001,+6.27092399e-001,+6.27092399e-001
+1.05031754e+012,+3.04049500e+000,+2.62962639e-003,+1.15691986e+000,+9.24460296e+000,+1.59907318e-002,+3.04051162e+000,+2.64321082e-003,+1.16370147e+000,+4.40278919e+001,+9.24470394e+000,+1.60734264e-002,+5.10136675e-004,+2.24235229e-001,-4.34392473e-001,-4.51669765e-001,-4.34392473e-001,-4.51669765e-001,+6.26659714e-001,+6.26659714e-001
+1.05520274e+012,+3.04057881e+000,+2.63573253e-003,+1.16499981e+000,+9.24511256e+000,+1.60283050e-002,+3.04057746e+000,+2.64328906e-003,+1.16914864e+000,+4.39517251e+001,+9.24510428e+000,+1.60742503e-002,+5.60822302e-004,+2.06108313e-001,-6.16358676e-001,-1.08835811e-001,-6.16358676e-001,-1.08835811e-001,+6.25893961e-001,+6.25893961e-001
+1.06008793e+012,+3.04065643e+000,+2.64686219e-003,+1.17533544e+000,+9.24558451e+000,+1.60963970e-002,+3.04064332e+000,+2.63958086e-003,+1.17291360e+000,+4.38652792e+001,+9.24550482e+000,+1.60520478e-002,+5.92054163e-004,+1.95765743e-001,-5.61345817e-001,+2.74616944e-001,-5.61345817e-001,+2.74616945e-001,+6.24918869e-001,+6.24918869e-001
+1.06497313e+012,+3.04072388e+000,+2.65660004e-003,+1.18509573e+000,+9.24599464e+000,+1.61559743e-002,+3.04071054e+000,+2.62995331e-003,+1.17402096e+000,+4.37683977e+001,+9.24591366e+000,+1.59938535e-002,+6.08944544e-004,+1.91494535e-001,-2.91846845e-001,+5.51544637e-001,-2.91846845e-001,+5.51544637e-001,+6.24000054e-001,+6.24000054e-001
+1.06985833e+012,+3.04078189e+000,+2.65700527e-003,+1.19071355e+000,+9.24634744e+000,+1.61587470e-002,+3.04078194e+000,+2.61342590e-003,+1.17199464e+000,+4.36615526e+001,+9.24634795e+000,+1.58937165e-002,+5.27523834e-004,+2.37448390e-001,+8.81402274e-002,+6.17208174e-001,+8.81402274e-002,+6.17208174e-001,+6.23469831e-001,+6.23469831e-001
+1.07474353e+012,+3.04083644e+000,+2.64133482e-003,+1.18909596e+000,+9.24667925e+000,+1.60637343e-002,+3.04086102e+000,+2.59099968e-003,+1.16724322e+000,+4.35469200e+001,+9.24682902e+000,+1.57577399e-002,+5.28159054e-004,+2.36209418e-001,+4.34204002e-001,+4.47618868e-001,+4.34204002e-001,+4.47618868e-001,+6.23615079e-001,+6.23615079e-001
+1.07962872e+012,+3.04089759e+000,+2.60692804e-003,+1.17894103e+000,+9.24705133e+000,+1.58548023e-002,+3.04095071e+000,+2.56597529e-003,+1.16122416e+000,+4.34291970e+001,+9.24737466e+000,+1.56060088e-002,+6.80953047e-004,+1.25733252e-001,+6.15364096e-001,+1.06762837e-001,+6.15364096e-001,+1.06762837e-001,+6.24556862e-001,+6.24556862e-001
+1.08451392e+012,+3.04097667e+000,+2.55735839e-003,+1.16175710e+000,+9.24753254e+000,+1.55537344e-002,+3.04105202e+000,+2.54353331e-003,+1.15627656e+000,+4.33158785e+001,+9.24799093e+000,+1.54700342e-002,+5.12560757e-004,+2.31736189e-001,+5.61541400e-001,-2.77025217e-001,+5.61541400e-001,-2.77025218e-001,+6.26156302e-001,+6.26156302e-001
+1.08939912e+012,+3.04108226e+000,+2.50291664e-003,+1.14214703e+000,+9.24817507e+000,+1.52231508e-002,+3.04116306e+000,+2.52959452e-003,+1.15511997e+000,+4.32167518e+001,+9.24866633e+000,+1.53858188e-002,+5.56984927e-004,+2.00692020e-001,+2.90300420e-001,-5.56857956e-001,+2.90300420e-001,-5.56857956e-001,+6.27984966e-001,+6.27984966e-001
+1.09428432e+012,+3.04121618e+000,+2.45874021e-003,+1.12701950e+000,+9.24898982e+000,+1.49551211e-002,+3.04127886e+000,+2.52925386e-003,+1.16014363e+000,+4.31424761e+001,+9.24937072e+000,+1.53843326e-002,+5.81809911e-004,+1.77290803e-001,-9.61649752e-002,-6.22003894e-001,-9.61649752e-002,-6.22003894e-001,+6.29393793e-001,+6.29393793e-001
+1.09916952e+012,+3.04137097e+000,+2.44062799e-003,+1.12371162e+000,+9.24993140e+000,+1.48457102e-002,+3.04139218e+000,+2.54526327e-003,+1.17269898e+000,+4.31023684e+001,+9.25005992e+000,+1.54822876e-002,+4.89525977e-004,+2.25724015e-001,-4.46793073e-001,-4.43716555e-001,-4.46793073e-001,-4.43716555e-001,+6.29689154e-001,+6.29689154e-001
+1.10405471e+012,+3.04153045e+000,+2.45969381e-003,+1.13752317e+000,+9.25090142e+000,+1.49624672e-002,+3.04149497e+000,+2.57703927e-003,+1.19261645e+000,+4.31019163e+001,+9.25068499e+000,+1.56761039e-002,+6.66141511e-004,+8.87262329e-002,-6.21681276e-001,-9.14588069e-002,-6.21681276e-001,-9.14588069e-002,+6.28372757e-001,+6.28372757e-001
+1.10893991e+012,+3.04167371e+000,+2.51793370e-003,+1.16960958e+000,+9.25177259e+000,+1.53174655e-002,+3.04158025e+000,+2.62050050e-003,+1.21809574e+000,+4.31408770e+001,+9.25120354e+000,+1.59409251e-002,+5.03459871e-004,+2.26151909e-001,-5.52126778e-001,+2.93627493e-001,-5.52126778e-001,+2.93627493e-001,+6.25348770e-001,+6.25348770e-001
+1.11382511e+012,+3.04178118e+000,+2.60670145e-003,+1.21617734e+000,+9.25242597e+000,+1.58580308e-002,+3.04164387e+000,+2.66878654e-003,+1.24600563e+000,+4.32127749e+001,+9.25159031e+000,+1.62349964e-002,+5.00016387e-004,+2.36313219e-001,-2.69888019e-001,+5.59282352e-001,-2.69888018e-001,+5.59282351e-001,+6.20996209e-001,+6.20996209e-001
+1.11871031e+012,+3.04184061e+000,+2.70878578e-003,+1.26934861e+000,+9.25278698e+000,+1.64793892e-002,+3.04168562e+000,+2.71367520e-003,+1.27252015e+000,+4.33060567e+001,+9.25184407e+000,+1.65082937e-002,+6.99916987e-004,+8.69229870e-002,+1.10004024e-001,+6.06169355e-001,+1.10004024e-001,+6.06169355e-001,+6.16069941e-001,+6.16069941e-001
+1.12359551e+012,+3.04185054e+000,+2.80309839e-003,+1.31927990e+000,+9.25284683e+000,+1.70532127e-002,+3.04170956e+000,+2.74736466e-003,+1.29394394e+000,+4.34064457e+001,+9.25198949e+000,+1.67133707e-002,+5.20749718e-004,+2.43791276e-001,+4.40857978e-001,+4.23741720e-001,+4.40857978e-001,+4.23741720e-001,+6.11484098e-001,+6.11484098e-001
+1.12848070e+012,+3.04182063e+000,+2.87008098e-003,+1.35667836e+000,+9.25266448e+000,+1.74605430e-002,+3.04172335e+000,+2.76422720e-003,+1.30754617e+000,+4.34996693e+001,+9.25207330e+000,+1.68160288e-002,+6.06620332e-004,+1.99858395e-001,+6.01891410e-001,+8.65013675e-002,+6.01891410e-001,+8.65013676e-002,+6.08075452e-001,+6.08075452e-001
+1.13336590e+012,+3.04176926e+000,+2.89619344e-003,+1.37494814e+000,+9.25235186e+000,+1.76191044e-002,+3.04173687e+000,+2.76215037e-003,+1.31221990e+000,+4.35738524e+001,+9.25215558e+000,+1.68034693e-002,+5.79872469e-004,+2.16764192e-001,+5.38286057e-001,-2.79274799e-001,+5.38286057e-001,-2.79274799e-001,+6.06420887e-001,+6.06420887e-001
+1.13825110e+012,+3.04171952e+000,+2.87668389e-003,+1.37157269e+000,+9.25204939e+000,+1.75001311e-002,+3.04176021e+000,+2.74313997e-003,+1.30880579e+000,+4.36212357e+001,+9.25229762e+000,+1.66879480e-002,+5.23343932e-004,+2.43368310e-001,+2.75203672e-001,-5.40728128e-001,+2.75203672e-001,-5.40728128e-001,+6.06732205e-001,+6.06732205e-001
+1.14313630e+012,+3.04169457e+000,+2.81653168e-003,+1.34865623e+000,+9.25189791e+000,+1.71340582e-002,+3.04180151e+000,+2.71297956e-003,+1.29997110e+000,+4.36391499e+001,+9.25254909e+000,+1.65046907e-002,+6.73037037e-004,+1.23233795e-001,-9.24202783e-002,-6.01762700e-001,-9.24202782e-002,-6.01762700e-001,+6.08818409e-001,+6.08818409e-001
+1.14802149e+012,+3.04171307e+000,+2.72968532e-003,+1.31265686e+000,+9.25201094e+000,+1.66058390e-002,+3.04186533e+000,+2.67994742e-003,+1.28963097e+000,+4.36302225e+001,+9.25293750e+000,+1.63040783e-002,+5.01478251e-004,+2.42052683e-001,-4.29906138e-001,-4.35720464e-001,-4.29906138e-001,-4.35720464e-001,+6.12104248e-001,+6.12104248e-001
+1.15290669e+012,+3.04178523e+000,+2.63661797e-003,+1.27329776e+000,+9.25245044e+000,+1.60400512e-002,+3.04195168e+000,+2.65286628e-003,+1.28203145e+000,+4.36017004e+001,+9.25346300e+000,+1.61397821e-002,+4.97397853e-004,+2.40268352e-001,-6.07656348e-001,-9.92708472e-002,-6.07656348e-001,-9.92708471e-002,+6.15711733e-001,+6.15711733e-001
+1.15779189e+012,+3.04191003e+000,+2.56016565e-003,+1.24161565e+000,+9.25321008e+000,+1.55755871e-002,+3.04205638e+000,+2.63900799e-003,+1.28073822e+000,+4.35637278e+001,+9.25410003e+000,+1.60560222e-002,+5.76913241e-004,+1.93681329e-001,-5.50955264e-001,+2.81325709e-001,-5.50955264e-001,+2.81325709e-001,+6.18624165e-001,+6.18624165e-001
+1.16267709e+012,+3.04207477e+000,+2.52000424e-003,+1.22729509e+000,+9.25421253e+000,+1.53320826e-002,+3.04217233e+000,+2.64246125e-003,+1.28782515e+000,+4.35266279e+001,+9.25480551e+000,+1.60776450e-002,+5.61273790e-004,+2.08123772e-001,-2.76147970e-001,+5.55031919e-001,-2.76147970e-001,+5.55031919e-001,+6.19933975e-001,+6.19933975e-001
+1.16756229e+012,+3.04225786e+000,+2.52706146e-003,+1.23590324e+000,+9.25532652e+000,+1.53759452e-002,+3.04229157e+000,+2.66342777e-003,+1.30349732e+000,+4.34977703e+001,+9.25553091e+000,+1.62058477e-002,+5.36245627e-004,+2.30109026e-001,+1.08879545e-001,+6.09468200e-001,+1.08879545e-001,+6.09468200e-001,+6.19117309e-001,+6.19117309e-001
+1.17244748e+012,+3.04243487e+000,+2.58004273e-003,+1.26709421e+000,+9.25640325e+000,+1.56992239e-002,+3.04240724e+000,+2.69859935e-003,+1.32623649e+000,+4.34791543e+001,+9.25623456e+000,+1.64204764e-002,+5.11002451e-004,+2.51163485e-001,+4.48392215e-001,+4.22691089e-001,+4.48392215e-001,+4.22691089e-001,+6.16216954e-001,+6.16216954e-001
+1.17733268e+012,+3.04258573e+000,+2.66596982e-003,+1.31474957e+000,+9.25732081e+000,+1.62228835e-002,+3.04251513e+000,+2.74242637e-003,+1.35339117e+000,+4.34668457e+001,+9.25689079e+000,+1.66877475e-002,+6.07623668e-004,+2.00519819e-001,+6.07452291e-001,+7.30089522e-002,+6.07452291e-001,+7.30089522e-002,+6.11823989e-001,+6.11823989e-001
+1.18221788e+012,+3.04270045e+000,+2.76481399e-003,+1.36915322e+000,+9.25801840e+000,+1.68250016e-002,+3.04261423e+000,+2.78884782e-003,+1.38201100e+000,+4.34526044e+001,+9.25749359e+000,+1.69707761e-002,+5.54789550e-004,+2.39312727e-001,+5.28413104e-001,-2.98412760e-001,+5.28413104e-001,-2.98412760e-001,+6.06853016e-001,+6.06853016e-001
+1.18710308e+012,+3.04278085e+000,+2.85618175e-003,+1.42024373e+000,+9.25850716e+000,+1.73814703e-002,+3.04270642e+000,+2.83296795e-003,+1.40967583e+000,+4.34269636e+001,+9.25805436e+000,+1.72397796e-002,+6.18514091e-004,+1.97622438e-001,+2.48580366e-001,-5.48527019e-001,+2.48580366e-001,-5.48527019e-001,+6.02224285e-001,+6.02224285e-001
+1.19198828e+012,+3.04283833e+000,+2.92527157e-003,+1.46058482e+000,+9.25885654e+000,+1.78022569e-002,+3.04279529e+000,+2.87222282e-003,+1.43509045e+000,+4.33825015e+001,+9.25859491e+000,+1.74791721e-002,+5.49104605e-004,+2.39816530e-001,-1.21306165e-001,-5.86174699e-001,-1.21306165e-001,-5.86174699e-001,+5.98594991e-001,+5.98594991e-001
+1.19687347e+012,+3.04288913e+000,+2.96625314e-003,+1.48711674e+000,+9.25916547e+000,+1.80519589e-002,+3.04288454e+000,+2.90674177e-003,+1.45828985e+000,+4.33162844e+001,+9.25913786e+000,+1.76897592e-002,+5.03107763e-004,+2.57830669e-001,-4.41238839e-001,-4.00980062e-001,-4.41238839e-001,-4.00980062e-001,+5.96218687e-001,+5.96218687e-001
+1.20175867e+012,+3.04294904e+000,+2.98268135e-003,+1.50145642e+000,+9.25952995e+000,+1.81522947e-002,+3.04297655e+000,+2.93884292e-003,+1.48041269e+000,+4.32310153e+001,+9.25969764e+000,+1.78856602e-002,+6.90125689e-004,+7.57541003e-002,-5.91480647e-001,-6.40188133e-002,-5.91480647e-001,-6.40188132e-002,+5.94935092e-001,+5.94935092e-001
+1.20664387e+012,+3.04302877e+000,+2.98546181e-003,+1.50896526e+000,+9.26001516e+000,+1.81696924e-002,+3.04307140e+000,+2.97186360e-003,+1.50313208e+000,+4.31348057e+001,+9.26027473e+000,+1.80871863e-002,+4.88505895e-004,+2.48487112e-001,-5.14660746e-001,+2.97100003e-001,-5.14660746e-001,+2.97100003e-001,+5.94259282e-001,+5.94259282e-001
+1.21152907e+012,+3.04313097e+000,+2.98910161e-003,+1.51692157e+000,+9.26063719e+000,+1.81924554e-002,+3.04316678e+000,+3.00874194e-003,+1.52794577e+000,+4.30396362e+001,+9.26085498e+000,+1.83122070e-002,+5.03768825e-004,+2.32762339e-001,-2.38844929e-001,+5.43365024e-001,-2.38844929e-001,+5.43365024e-001,+5.93542289e-001,+5.93542289e-001
+1.21641426e+012,+3.04324945e+000,+3.00703010e-003,+1.53217330e+000,+9.26135820e+000,+1.83022854e-002,+3.04325866e+000,+3.05084023e-003,+1.55557205e+000,+4.29587071e+001,+9.26141395e+000,+1.85689919e-002,+6.16481515e-004,+1.38170655e-001,+1.29386125e-001,+5.77870129e-001,+1.29386125e-001,+5.77870129e-001,+5.92177892e-001,+5.92177892e-001
+1.22129946e+012,+3.04337099e+000,+3.04709891e-003,+1.55882488e+000,+9.26209772e+000,+1.85469049e-002,+3.04334260e+000,+3.09738946e-003,+1.58564931e+000,+4.29032079e+001,+9.26192456e+000,+1.88528346e-002,+4.73859631e-004,+2.43616072e-001,+4.45047007e-001,+3.87051028e-001,+4.45047007e-001,+3.87051028e-001,+5.89809577e-001,+5.89809577e-001
+1.22618466e+012,+3.04347972e+000,+3.10879115e-003,+1.59674673e+000,+9.26275911e+000,+1.89230856e-002,+3.04341506e+000,+3.14568579e-003,+1.61681519e+000,+4.28794504e+001,+9.26236533e+000,+1.91472550e-002,+6.13841794e-004,+1.45428884e-001,+5.84491225e-001,+4.80424224e-002,+5.84491225e-001,+4.80424223e-002,+5.86462331e-001,+5.86462331e-001
+1.23106986e+012,+3.04356253e+000,+3.18346234e-003,+1.64161391e+000,+9.26326276e+000,+1.93781334e-002,+3.04347447e+000,+3.19190239e-003,+1.64710567e+000,+4.28874233e+001,+9.26272666e+000,+1.94289469e-002,+5.09512090e-004,+2.36285349e-001,+4.96665702e-001,-3.04410157e-001,+4.96665702e-001,-3.04410157e-001,+5.82530998e-001,+5.82530998e-001
+1.23595506e+012,+3.04361349e+000,+3.25767680e-003,+1.68655024e+000,+9.26357246e+000,+1.98302181e-002,+3.04352162e+000,+3.23220260e-003,+1.67452029e+000,+4.29213032e+001,+9.26301338e+000,+1.96745570e-002,+4.76780781e-004,+2.62805624e-001,+2.20782784e-001,-5.34845442e-001,+2.20782784e-001,-5.34845442e-001,+5.78623094e-001,+5.78623094e-001
+1.24084025e+012,+3.04363524e+000,+3.31809847e-003,+1.72462133e+000,+9.26370445e+000,+2.01981629e-002,+3.04355945e+000,+3.26379776e-003,+1.69757228e+000,+4.29715640e+001,+9.26324348e+000,+1.98671250e-002,+6.68196291e-004,+1.19279118e-001,-1.34367127e-001,-5.59424348e-001,-1.34367127e-001,-5.59424348e-001,+5.75334794e-001,+5.75334794e-001
+1.24572545e+012,+3.04363744e+000,+3.35574271e-003,+1.75105425e+000,+9.26371761e+000,+2.04273283e-002,+3.04359234e+000,+3.28566210e-003,+1.71567253e+000,+4.30276996e+001,+9.26344356e+000,+2.00004320e-002,+5.10610666e-004,+2.60672070e-001,-4.34825263e-001,-3.73268361e-001,-4.34825263e-001,-3.73268361e-001,+5.73063940e-001,+5.73063940e-001
+1.25061065e+012,+3.04363331e+000,+3.36812267e-003,+1.76440644e+000,+9.26369239e+000,+2.05026607e-002,+3.04362504e+000,+3.29874597e-003,+1.72925945e+000,+4.30805997e+001,+9.26364253e+000,+2.00802917e-002,+5.48960753e-004,+2.43201512e-001,-5.69896702e-001,-4.80739414e-002,-5.69896703e-001,-4.80739413e-002,+5.71920760e-001,+5.71920760e-001
+1.25549585e+012,+3.04363587e+000,+3.35911653e-003,+1.76656231e+000,+9.26370803e+000,+2.04478551e-002,+3.04366167e+000,+3.30567121e-003,+1.73965887e+000,+4.31240547e+001,+9.26386542e+000,+2.01226895e-002,+5.65395191e-004,+2.35496339e-001,-4.89916713e-001,+2.94726598e-001,-4.89916713e-001,+2.94726598e-001,+5.71736087e-001,+5.71736087e-001
+1.26038105e+012,+3.04365499e+000,+3.33723709e-003,+1.76188490e+000,+9.26382454e+000,+2.03147966e-002,+3.04370492e+000,+3.31002167e-003,+1.74872638e+000,+4.31552901e+001,+9.26412869e+000,+2.01494585e-002,+5.31659420e-004,+2.58008885e-001,-2.23937575e-001,+5.26488210e-001,-2.23937575e-001,+5.26488210e-001,+5.72134488e-001,+5.72134488e-001
+1.26526624e+012,+3.04369562e+000,+3.31313425e-003,+1.75593957e+000,+9.26407204e+000,+2.01683444e-002,+3.04375576e+000,+3.31543793e-003,+1.75837696e+000,+4.31746460e+001,+9.26443812e+000,+2.01827666e-002,+6.33387128e-004,+1.83734967e-001,+1.28657913e-001,+5.57999468e-001,+1.28657913e-001,+5.57999468e-001,+5.72639733e-001,+5.72639733e-001
+1.27015144e+012,+3.04375734e+000,+3.29694760e-003,+1.75410731e+000,+9.26444789e+000,+2.00702169e-002,+3.04381353e+000,+3.32476800e-003,+1.77013347e+000,+4.31845839e+001,+9.26478976e+000,+2.02399477e-002,+5.19566706e-004,+2.66483301e-001,+4.32992932e-001,+3.74975309e-001,+4.32992932e-001,+3.74975309e-001,+5.72790853e-001,+5.72790853e-001
+1.27503664e+012,+3.04383508e+000,+3.29595757e-003,+1.76032512e+000,+9.26492115e+000,+2.00647026e-002,+3.04387652e+000,+3.33949860e-003,+1.78481452e+000,+4.31882599e+001,+9.26517311e+000,+2.03300427e-002,+5.10519888e-004,+2.71931136e-001,+5.70331486e-001,+4.68304453e-002,+5.70331486e-001,+4.68304453e-002,+5.72250902e-001,+5.72250902e-001
+1.27992184e+012,+3.04392094e+000,+3.31298233e-003,+1.77619719e+000,+9.26544371e+000,+2.01689126e-002,+3.04394266e+000,+3.35959710e-003,+1.80243581e+000,+4.31880204e+001,+9.26557564e+000,+2.04528419e-002,+5.65990727e-004,+2.39231671e-001,+4.86528022e-001,-2.98665036e-001,+4.86528022e-001,-2.98665036e-001,+5.70885557e-001,+5.70885558e-001
+1.28480703e+012,+3.04400670e+000,+3.34596552e-003,+1.80072742e+000,+9.26596559e+000,+2.03702829e-002,+3.04401027e+000,+3.38376490e-003,+1.82233093e+000,+4.31842670e+001,+9.26598705e+000,+2.06004302e-002,+6.10532349e-004,+2.07006206e-001,+2.15043630e-001,-5.26568176e-001,+2.15043630e-001,-5.26568176e-001,+5.68786258e-001,+5.68786258e-001
+1.28969223e+012,+3.04408629e+000,+3.38896119e-003,+1.83080162e+000,+9.26644984e+000,+2.06325806e-002,+3.04407848e+000,+3.40998450e-003,+1.84343424e+000,+4.31750819e+001,+9.26640218e+000,+2.07605209e-002,+5.30688514e-004,+2.66091744e-001,-1.36990814e-001,-5.49404006e-001,-1.36990814e-001,-5.49404006e-001,+5.66225437e-001,+5.66225437e-001
+1.29457743e+012,+3.04415737e+000,+3.43422452e-003,+1.86228149e+000,+9.26688229e+000,+2.09086398e-002,+3.04414746e+000,+3.43617524e-003,+1.86462927e+000,+4.31567468e+001,+9.26682195e+000,+2.09204483e-002,+5.19049060e-004,+2.76395934e-001,-4.32843308e-001,-3.60894390e-001,-4.32843308e-001,-3.60894390e-001,+5.63558418e-001,+5.63558418e-001
+1.29946263e+012,+3.04422156e+000,+3.47464855e-003,+1.89131248e+000,+9.26727283e+000,+2.11552001e-002,+3.04421818e+000,+3.46076781e-003,+1.88506104e+000,+4.31249423e+001,+9.26725234e+000,+2.10706645e-002,+6.14568795e-004,+2.15281595e-001,-5.59958460e-001,-3.59319369e-002,-5.59958460e-001,-3.59319369e-002,+5.61110133e-001,+5.61110133e-001
+1.30434783e+012,+3.04428338e+000,+3.50568813e-003,+1.91538158e+000,+9.26764900e+000,+2.13446162e-002,+3.04429203e+000,+3.48305692e-003,+1.90433413e+000,+4.30761828e+001,+9.26770186e+000,+2.12068849e-002,+5.41011039e-004,+2.70571086e-001,-4.71694062e-001,+3.00139339e-001,-4.71694062e-001,+3.00139339e-001,+5.59087570e-001,+5.59087570e-001
