,t,y
2534,1173.494558025101,8.090735976505251e-11
2535,1173.4446635077413,8.36358438703713e-11
2536,1173.3947689903816,8.454533857214423e-11
2537,1173.344874473022,8.636432797569008e-11
2538,1173.2949799556623,8.636432797569008e-11
2539,1173.2450854383026,8.636432797569008e-11
2540,1173.1951909209429,8.636432797569008e-11
2541,1173.1452964035832,8.636432797569008e-11
2542,1173.0954018862235,8.636432797569008e-11
2543,1173.0455073688638,8.545483327391715e-11
2544,1172.9956128515041,8.36358438703713e-11
2545,1172.9457183341447,8.36358438703713e-11
2546,1172.895823816785,8.181685446682544e-11
2547,1172.8459292994253,7.999786506327959e-11
2548,1172.7960347820656,7.635988625618787e-11
2549,1172.746140264706,7.272190744909616e-11
2550,1172.6962457473462,6.908392864200445e-11
2551,1172.6463512299865,6.45364551331398e-11
2552,1172.5964567126268,6.089847632604809e-11
2553,1172.5465621952671,5.816999222072931e-11
2554,1172.4966676779075,5.4532013413637595e-11
2555,1172.4467731605478,4.9984539904772953e-11
2556,1172.3968786431883,4.4527571694135384e-11
2557,1172.3469841258286,3.9070603483497815e-11
2558,1172.297089608469,3.3613635272860245e-11
2559,1172.2471950911092,2.997565646576853e-11
2560,1172.1973005737495,2.542818295690389e-11
2561,1172.1474060563899,2.088070944803925e-11
2562,1172.0975115390302,1.8152225342720465e-11
2563,1172.0476170216705,1.542374123740168e-11
2564,1171.9977225043108,1.2695257132082896e-11
2565,1171.947827986951,9.966773026764111e-12
2566,1171.8979334695914,7.2382889214453254e-12
2567,1171.848038952232,4.509804816126541e-12
2568,1171.7981444348723,2.6908154125806843e-12
2569,1171.7482499175126,-3.7668692738100256e-14
2570,1171.6983554001529,-2.766152798056885e-12
2571,1171.6484608827932,-5.49463690337567e-12
2572,1171.5985663654335,-7.313626306921526e-12
2573,1171.5486718480738,-8.223121008694454e-12
2574,1171.4987773307141,-8.223121008694454e-12
2575,1171.4488828133544,-8.223121008694454e-12
2576,1171.3989882959947,-8.223121008694454e-12
2577,1171.349093778635,-6.404131605148598e-12
2578,1171.2991992612756,-6.404131605148598e-12
2579,1171.249304743916,-4.585142201602742e-12
2580,1171.1994102265562,-3.6756474998298134e-12
2581,1171.1495157091965,-1.856658096283957e-12
2582,1171.0996211918368,-3.7668692738100256e-14
2583,1171.0497266744771,2.6908154125806843e-12
2584,1170.9998321571175,5.419299517899469e-12
2585,1170.9499376397578,8.147783623218254e-12
2586,1170.900043122398,1.087626772853704e-11
2587,1170.8501486050384,1.3604751833855824e-11
2588,1170.800254087679,1.8152225342720465e-11
2589,1170.7503595703192,2.088070944803925e-11
2590,1170.7004650529595,2.4518688255130963e-11
2591,1170.6505705355999,2.9066161763995604e-11
2592,1170.6006760182402,3.4523129974633173e-11
2593,1170.5507815008805,3.998009818527074e-11
2594,1170.5008869835208,4.543706639590831e-11
2595,1170.450992466161,5.089403460654588e-11
2596,1170.4010979488014,5.4532013413637595e-11
2597,1170.3512034314417,5.907948692250224e-11
2598,1170.301308914082,6.271746572959395e-11
