,freq,a,b
629,90725000000.0,0.7323593718353805,0.7181630378716742
630,90750000000.0,0.7323006250429102,0.7180833234303061
631,90775000000.0,0.7322432692102818,0.7180050579555753
632,90800000000.0,0.7321872129728536,0.7179281622296261
633,90825000000.0,0.732132361052646,0.7178525527004175
634,90850000000.0,0.7320786145993075,0.7177781418004556
635,90875000000.0,0.732025871535962,0.7177048382687686
636,90900000000.0,0.7319740268813276,0.7176325474525215
637,90925000000.0,0.7319229731460631,0.7175611716859155
638,90950000000.0,0.7318726007045901,0.717490610644266
639,90975000000.0,0.7318227981755739,0.7174207617102449
640,91000000000.0,0.7317734528295514,0.717351520371783
641,91025000000.0,0.7317244510071901,0.7172827806254904
642,91050000000.0,0.7316756785194003,0.7172144353702827
643,91075000000.0,0.7316270210608274,0.7171463768171814
644,91100000000.0,0.7315783646717756,0.7170784969429661
645,91125000000.0,0.7315295961139674,0.7170106878654853
646,91150000000.0,0.7314806033591421,0.7169428423289782
647,91175000000.0,0.7314312759871949,0.7168748541067805
648,91200000000.0,0.7313815056052682,0.7168066184215215
649,91225000000.0,0.7313311863029833,0.7167380324049409
650,91250000000.0,0.7312802150610791,0.7166689955142936
651,91275000000.0,0.7312284921736356,0.7165994099620562
652,91300000000.0,0.7311759216465562,0.7165291811265386
653,91325000000.0,0.7311224116281229,0.7164582179918798
654,91350000000.0,0.7310678747498242,0.716386433506867
655,91375000000.0,0.7310122285655141,0.7163137450351217
656,91400000000.0,0.7309553958803763,0.716240074706043
657,91425000000.0,0.7308973051056422,0.7161653497873636
658,91450000000.0,0.7308378906217033,0.7160895030694016
659,91475000000.0,0.7307770930540457,0.7160124731641402
660,91500000000.0,0.7307148596162306,0.7159342048738921
661,91525000000.0,0.7306511443711609,0.7158546494783264
662,91550000000.0,0.7305859084836235,0.7157737650139614
